News Search interest
United States; Jan 2008 - Sep 2014

Interest over time
Week,Food & Drink
2011-03-27 - 2011-04-02,+129%
2011-04-03 - 2011-04-09,+107%
2011-04-10 - 2011-04-16,+136%
2011-04-17 - 2011-04-23,+179%
2011-04-24 - 2011-04-30,+107%
2011-05-01 - 2011-05-07,+86%
2011-05-08 - 2011-05-14,+121%
2011-05-15 - 2011-05-21,+107%
2011-05-22 - 2011-05-28,+100%
2011-05-29 - 2011-06-04,+121%
2011-06-05 - 2011-06-11,+107%
2011-06-12 - 2011-06-18,+121%
2011-06-19 - 2011-06-25,+107%
2011-06-26 - 2011-07-02,+114%
2011-07-03 - 2011-07-09,+107%
2011-07-10 - 2011-07-16,+114%
2011-07-17 - 2011-07-23,+121%
2011-07-24 - 2011-07-30,+136%
2011-07-31 - 2011-08-06,+171%
2011-08-07 - 2011-08-13,+136%
2011-08-14 - 2011-08-20,+150%
2011-08-21 - 2011-08-27,+114%
2011-08-28 - 2011-09-03,+114%
2011-09-04 - 2011-09-10,+129%
2011-09-11 - 2011-09-17,+129%
2011-09-18 - 2011-09-24,+129%
2011-09-25 - 2011-10-01,+150%
2011-10-02 - 2011-10-08,+129%
2011-10-09 - 2011-10-15,+150%
2011-10-16 - 2011-10-22,+171%
2011-10-23 - 2011-10-29,+150%
2011-10-30 - 2011-11-05,+150%
2011-11-06 - 2011-11-12,+136%
2011-11-13 - 2011-11-19,+186%
2011-11-20 - 2011-11-26,+200%
2011-11-27 - 2011-12-03,+164%
2011-12-04 - 2011-12-10,+136%
2011-12-11 - 2011-12-17,+157%
2011-12-18 - 2011-12-24,+179%
2011-12-25 - 2011-12-31,+179%
2012-01-01 - 2012-01-07,+143%
2012-01-08 - 2012-01-14,+186%
2012-01-15 - 2012-01-21,+221%
2012-01-22 - 2012-01-28,+164%
2012-01-29 - 2012-02-04,+186%
2012-02-05 - 2012-02-11,+171%
2012-02-12 - 2012-02-18,+150%
2012-02-19 - 2012-02-25,+150%
2012-02-26 - 2012-03-03,+150%
2012-03-04 - 2012-03-10,+157%
2012-03-11 - 2012-03-17,+171%
2012-03-18 - 2012-03-24,+143%
2012-03-25 - 2012-03-31,+150%
2012-04-01 - 2012-04-07,+179%
2012-04-08 - 2012-04-14,+157%
2012-04-15 - 2012-04-21,+164%
2012-04-22 - 2012-04-28,+164%
2012-04-29 - 2012-05-05,+164%
2012-05-06 - 2012-05-12,+150%
2012-05-13 - 2012-05-19,+150%
2012-05-20 - 2012-05-26,+143%
2012-05-27 - 2012-06-02,+157%
2012-06-03 - 2012-06-09,+136%
2012-06-10 - 2012-06-16,+164%
2012-06-17 - 2012-06-23,+164%
2012-06-24 - 2012-06-30,+164%
2012-07-01 - 2012-07-07,+157%
2012-07-08 - 2012-07-14,+179%
2012-07-15 - 2012-07-21,+207%
2012-07-22 - 2012-07-28,+271%
2012-07-29 - 2012-08-04,+343%
2012-08-05 - 2012-08-11,+179%
2012-08-12 - 2012-08-18,+164%
2012-08-19 - 2012-08-25,+164%
2012-08-26 - 2012-09-01,+157%
2012-09-02 - 2012-09-08,+179%
2012-09-09 - 2012-09-15,+171%
2012-09-16 - 2012-09-22,+221%
2012-09-23 - 2012-09-29,+200%
2012-09-30 - 2012-10-06,+157%
2012-10-07 - 2012-10-13,+193%
2012-10-14 - 2012-10-20,+214%
2012-10-21 - 2012-10-27,+186%
2012-10-28 - 2012-11-03,+157%
2012-11-04 - 2012-11-10,+121%
2012-11-11 - 2012-11-17,+286%
2012-11-18 - 2012-11-24,+286%
2012-11-25 - 2012-12-01,+179%
2012-12-02 - 2012-12-08,+221%
2012-12-09 - 2012-12-15,+179%
2012-12-16 - 2012-12-22,+193%
2012-12-23 - 2012-12-29,+300%
2012-12-30 - 2013-01-05,+200%
2013-01-06 - 2013-01-12,+193%
2013-01-13 - 2013-01-19,+200%
2013-01-20 - 2013-01-26,+200%
2013-01-27 - 2013-02-02,+200%
2013-02-03 - 2013-02-09,+200%
2013-02-10 - 2013-02-16,+193%
2013-02-17 - 2013-02-23,+200%
2013-02-24 - 2013-03-02,+171%
2013-03-03 - 2013-03-09,+179%
2013-03-10 - 2013-03-16,+179%
2013-03-17 - 2013-03-23,+179%
2013-03-24 - 2013-03-30,+186%
2013-03-31 - 2013-04-06,+157%
2013-04-07 - 2013-04-13,+179%
2013-04-14 - 2013-04-20,+136%
2013-04-21 - 2013-04-27,+186%
2013-04-28 - 2013-05-04,+229%
2013-05-05 - 2013-05-11,+200%
2013-05-12 - 2013-05-18,+186%
2013-05-19 - 2013-05-25,+164%
2013-05-26 - 2013-06-01,+193%
2013-06-02 - 2013-06-08,+186%
2013-06-09 - 2013-06-15,+171%
2013-06-16 - 2013-06-22,+343%
2013-06-23 - 2013-06-29,+514%
2013-06-30 - 2013-07-06,+286%
2013-07-07 - 2013-07-13,+221%
2013-07-14 - 2013-07-20,+186%
2013-07-21 - 2013-07-27,+214%
2013-07-28 - 2013-08-03,+221%
2013-08-04 - 2013-08-10,+214%
2013-08-11 - 2013-08-17,+264%
2013-08-18 - 2013-08-24,+214%
2013-08-25 - 2013-08-31,+214%
2013-09-01 - 2013-09-07,+243%
2013-09-08 - 2013-09-14,+193%
2013-09-15 - 2013-09-21,+207%
2013-09-22 - 2013-09-28,+214%
2013-09-29 - 2013-10-05,+200%
2013-10-06 - 2013-10-12,+207%
2013-10-13 - 2013-10-19,+214%
2013-10-20 - 2013-10-26,+207%
2013-10-27 - 2013-11-02,+236%
2013-11-03 - 2013-11-09,+236%
2013-11-10 - 2013-11-16,+221%
2013-11-17 - 2013-11-23,+214%
2013-11-24 - 2013-11-30,+371%
2013-12-01 - 2013-12-07,+221%
2013-12-08 - 2013-12-14,+221%
2013-12-15 - 2013-12-21,+229%
2013-12-22 - 2013-12-28,+350%
2013-12-29 - 2014-01-04,+250%
2014-01-05 - 2014-01-11,+193%
2014-01-12 - 2014-01-18,+221%
2014-01-19 - 2014-01-25,+200%
2014-01-26 - 2014-02-01,+200%
2014-02-02 - 2014-02-08,+193%
2014-02-09 - 2014-02-15,+250%
2014-02-16 - 2014-02-22,+200%
2014-02-23 - 2014-03-01,+207%
2014-03-02 - 2014-03-08,+214%
2014-03-09 - 2014-03-15,+171%
2014-03-16 - 2014-03-22,+179%
2014-03-23 - 2014-03-29,+186%
2014-03-30 - 2014-04-05,+193%
2014-04-06 - 2014-04-12,+193%
2014-04-13 - 2014-04-19,+214%
2014-04-20 - 2014-04-26,+207%
2014-04-27 - 2014-05-03,+171%
2014-05-04 - 2014-05-10,+186%
2014-05-11 - 2014-05-17,+164%
2014-05-18 - 2014-05-24,+186%
2014-05-25 - 2014-05-31,+157%
2014-06-01 - 2014-06-07,+171%
2014-06-08 - 2014-06-14,+164%
2014-06-15 - 2014-06-21,+150%
2014-06-22 - 2014-06-28,+143%
2014-06-29 - 2014-07-05,+171%
2014-07-06 - 2014-07-12,+157%
2014-07-13 - 2014-07-19,+157%
2014-07-20 - 2014-07-26,+221%
2014-07-27 - 2014-08-02,+193%
2014-08-03 - 2014-08-09,+179%
2014-08-10 - 2014-08-16,+157%
2014-08-17 - 2014-08-23,+179%
2014-08-24 - 2014-08-30,+221%
2014-08-31 - 2014-09-06,+150%
2014-09-07 - 2014-09-13,+136%
2014-09-14 - 2014-09-20,+136%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
food,100
restaurant,85
pizza,75
recipes,70
restaurants,55
starbucks,50
chicken,50
paula deen,50
beer,40
coffee,40
denver,40
mcdonalds,40
portland,30
ice cream,30
wine,30
chef,30
cheese,25
dc,25
chocolate,25
candy,25



Rising searches
ice cream sandwich,Breakout
paula deen,+1,350%
ice cream,+300%
pizza hut,+170%
chicken,+140%
cheese,+80%
candy,+70%
restaurant,+60%
restaurants,+60%
coffee,+50%



